total_power,delta_power,delta_rel_power,theta_power,theta_rel_power,alpha_power,alpha_rel_power,sigma_power,sigma_rel_power,beta_power,beta_rel_power,theta_alpha_ratio,spectral_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,epoch_mean,epoch_std,epoch_skewness,epoch_kurtosis,subject_id,stage,stage_int,epoch_idx,recording
5.112568757287923e-10,2.8661101129105854e-10,0.5595064212330866,6.34611164459803e-11,0.12388533849485889,1.647488771809135e-11,0.03216137937563529,4.820130446621409e-12,0.009409596386117351,2.055628073370924e-11,0.040128852744950747,3.631560755625369,4.201924513862547,6.504593103371903e-10,0.44740871778480956,3.6433735590830576,6.210891330891283e-08,2.5504103794040486e-05,-0.1913896519241084,1.5490766440136454,SC4001,W,0,13,0
5.393972918319707e-10,4.2096965899560905e-10,0.7790003121009421,3.840975379762058e-11,0.07107688061760972,5.552553203335091e-12,0.01027494639085198,1.6964497032864913e-12,0.0031392638877509025,3.988892844054799e-12,0.007381407909229663,5.861799607833928,3.124037634274849,6.051726551824059e-10,0.1797519376713358,5.381769189181971,3.601504273504274e-07,2.4600257217809855e-05,0.05897824436842651,0.9699174911231019,SC4001,N3,3,14,0
4.1143509974268016e-10,3.0016258557285097e-10,0.7277813788402674,3.515945980065851e-11,0.08524846654078334,9.213844852871604e-12,0.02234010844038288,4.999141689095736e-12,0.012121038418443824,4.998942270669864e-12,0.012120554903762371,3.442333451028825,3.566015074336683,4.301582676201494e-10,0.21658718045613262,4.118467597841165,-1.2690598290598548e-08,2.074025717343325e-05,-0.14299725011327577,0.62626176285981,SC4001,N2,2,15,0
5.579101690492799e-10,4.0342516859319445e-10,0.7218068142854347,3.4141651513412835e-11,0.06108611616691218,7.139596859594718e-12,0.012774140201706028,2.430560681835049e-12,0.004348750150618109,2.882557652840478e-12,0.005157461453499371,4.194513819584032,3.107891473288911,5.999741238851837e-10,0.17279195311448314,5.051852832417958,-1.0402539682539672e-07,2.449436922815494e-05,0.2527414070844476,0.4817113792774279,SC4001,N3,3,16,0
6.966993347868491e-10,5.22076413411113e-10,0.7482828023200139,4.36033168383256e-11,0.06249585554162331,7.936941897386639e-12,0.011375877117342267,2.593601052552271e-12,0.0037173620831165476,3.2281428527429362e-12,0.004626839516378715,4.878997462328382,3.2033840267805775,7.366398728706109e-10,0.1653343103335305,4.811498028098487,-3.9178315018315036e-07,2.7141110383892012e-05,-0.004048760464058033,0.38837600409305617,SC4001,N3,3,17,0
7.687735671397305e-10,6.047669694458437e-10,0.7856426815134657,5.036694926355934e-11,0.0654308635859104,9.716914089909499e-12,0.012623081000319239,4.4257216721925046e-12,0.00574938119613185,4.0830590176731754e-12,0.0053042338578144655,4.699762342126294,3.2171596287215274,8.642215650494399e-10,0.16977129746084957,4.495265654074296,8.398300366300365e-07,2.9397645569831608e-05,0.16928515524080323,0.32120702906017984,SC4001,N3,3,18,0
9.602642819737942e-10,7.291104521359147e-10,0.7584911515060241,5.7888028417977975e-11,0.06022072129749236,1.5245324198321952e-11,0.015859659496572833,4.8319617188687775e-12,0.005026673527229326,4.4414935850060985e-12,0.004620470840637332,3.563365538987364,3.236263794646516,9.925020237483964e-10,0.1688684524799317,4.236730950062562,-1.4378510378512315e-09,3.15040001229748e-05,-0.15568010941410224,-0.37509185433296643,SC4001,N3,3,19,0
5.173006905453582e-10,3.6846052770057327e-10,0.7109010935580222,4.710115197117133e-11,0.09087611270903632,1.002318103987352e-11,0.019338544637721947,2.590917659961945e-12,0.004998869782009687,7.457138924599864e-12,0.01438766928277373,4.272918298338296,3.616559423492875,5.311001881975739e-10,0.3103666150456932,4.685277688750109,-1.455980463980467e-07,2.3045611039796144e-05,0.1180891568261547,1.0563931142471379,SC4001,N2,2,20,0
5.849930996603983e-10,4.3436637400675523e-10,0.7412482745248782,4.413562031131676e-11,0.0753176451000784,7.739623220605006e-12,0.01320770368301327,7.282316080381726e-12,0.012427306882285917,6.447973938603666e-12,0.011003498065660623,5.050059847804451,3.3683439171350407,6.103562914028416e-10,0.1983355017835755,4.173621454502417,1.8329474969474968e-07,2.470538992614449e-05,0.2015033352236622,0.9721688106453055,SC4001,N3,3,21,0
4.4271692994972445e-10,3.1306207075298977e-10,0.7055445704730298,4.9515569219355867e-11,0.11159269767995161,1.2016723737628998e-11,0.02708195907465275,9.774576036434489e-12,0.022028855282898496,8.745220757479383e-12,0.019709008530439134,3.8039963217637704,3.786166338436282,4.836210883108073e-10,0.23767147789680249,3.436899830969811,-4.107252747252775e-08,2.1991386684581927e-05,0.024770264920963972,0.6859860053239126,SC4001,N2,2,22,0
5.3108621452661e-10,3.918914783596694e-10,0.7365187589164099,3.527264498338242e-11,0.0662912212727857,9.744439272700879e-12,0.018313647312532568,5.807593079053492e-12,0.010914759526744044,6.129349087219318e-12,0.011519466056215191,3.282874432824243,3.3479069871323808,5.531039181604454e-10,0.19611299981891522,4.162131079900088,2.4999853479853466e-07,2.351816145366056e-05,0.16915274292004237,0.7207586150975116,SC4001,N3,3,23,0
2.711236581462282e-10,1.4264476049589022e-10,0.5241909559338598,3.208259767029653e-11,0.11789712768397612,1.1390188276129748e-11,0.04185666308369677,3.666400213085382e-12,0.013473287247649771,1.722190517392713e-11,0.06328705593349321,2.5893551377346777,4.562808027069639,3.1354050107865803e-10,0.6168130288251567,2.723522333419937,5.625435897435896e-07,1.770707488770119e-05,0.13213592164062923,0.7777040654796679,SC4001,N1,1,24,0
1.9085064821908075e-10,1.4056628116036585e-10,0.7326859849847807,1.5292081903644738e-11,0.07970826288886025,3.1255581091955552e-12,0.016291621311731896,1.5082565919381688e-12,0.00786161843047744,4.145843513745623e-12,0.02160974462286593,3.706669861117663,3.5452316217673663,2.2119358580890562e-10,0.24842680667150713,4.753566199375863,4.02223199023199e-07,1.4872578317457454e-05,-0.09163867630953823,1.3915072328504827,SC4001,N2,2,25,0
3.879552600347036e-10,3.0333769031532917e-10,0.7798781029166815,2.2794386274128836e-11,0.05860413424437315,7.117339859920055e-12,0.018298608069434587,4.270584725958767e-12,0.01097962970234092,4.366481184401146e-12,0.01122617851732242,2.8081103745178573,3.252547727831112,4.116070779760602e-10,0.20170365980253357,4.637847674565555,-1.7463638583638574e-07,2.028810188204062e-05,0.21316956590719446,0.4374776327767016,SC4001,N3,3,26,0
4.2577773359000757e-10,3.052601656476639e-10,0.7152673197822408,3.178405860689152e-11,0.07447450067164353,7.481776492616638e-12,0.01753085014459577,6.155650924326206e-12,0.014423552214276842,4.923197035003916e-12,0.01153574014649387,3.747335081814459,3.3863236078155787,4.571412418889232e-10,0.19939671130843012,4.573521296585132,2.655335775335773e-07,2.1380861579668e-05,-0.037425472713760365,0.8450130674379386,SC4001,N2,2,27,0
5.76179435269598e-10,4.3370432889299046e-10,0.7514202731259977,2.9449193260286776e-11,0.051022596199275856,1.020886718056812e-11,0.017687510255453925,8.836943238748675e-12,0.015310564962559652,6.1785537328461905e-12,0.010704736439475213,2.6273121793556795,3.1870104778663175,6.141736368000157e-10,0.18747165101906962,4.673633509379526,-2.5224908424908446e-08,2.478252684453334e-05,0.07242470473082004,0.3044003190815028,SC4001,N3,3,28,0
5.816669628975645e-10,4.0952011406383627e-10,0.7028373670395172,4.8321695715205086e-11,0.08293192988822375,1.1473275261484843e-11,0.019690965838236305,5.270248934641352e-12,0.009045045060445423,3.4620339410690983e-12,0.0059417028277227715,3.8740182271462817,3.3148800761769848,5.925013390059483e-10,0.19047182457305947,4.253314474462509,5.488214896214894e-07,2.434135039405062e-05,0.17146850860742732,0.44015191357235617,SC4001,N2,2,29,0
8.840311256278395e-10,6.6827374817008e-10,0.7550850233611929,3.8161105913828304e-11,0.04311837720595067,1.0549225089690473e-11,0.011919609134884235,3.874221485599737e-12,0.004377497438693324,3.658186701667778e-12,0.004133398923199076,3.3042135396506542,3.060931882420443,9.022653392331157e-10,0.15820473580660474,4.838942731057028,-3.1726495726496133e-08,3.0037731925581792e-05,0.07456137335849922,0.033588586513884966,SC4001,N3,3,30,0
8.324315094322327e-10,6.340974430375029e-10,0.7608272975777887,4.044289156025581e-11,0.048525752989357386,1.0830423501721326e-11,0.012994977246659954,4.934897026546921e-12,0.005921178849967855,3.2096566913341356e-12,0.003851134322388031,3.41854977164354,2.9661217803395874,8.681337713857543e-10,0.15667338962394145,5.010062696734766,5.188766788766787e-07,2.9464109886194668e-05,0.11007530668136715,-0.03096992149383304,SC4001,N3,3,31,0
9.046163422189187e-10,6.954514909669187e-10,0.7679316930864353,5.710732693687559e-11,0.06305907289278,1.4161683506508309e-11,0.015637619206174774,2.227273431109521e-12,0.0024594006614901747,3.1571745146127765e-12,0.0034862163671617783,3.7665557991869223,3.169725070808068,9.832263312013943e-10,0.16203344216922175,4.644153023811283,-7.34491819291819e-07,3.135644002755087e-05,0.10103647833322547,0.016366623736067787,SC4001,N3,3,32,0
6.6016365812961e-10,5.060411423377536e-10,0.7653795487932774,2.6608182505948786e-11,0.04024447227063515,5.292585499617792e-12,0.008004955255087947,1.9625534696778714e-12,0.0029683323418437887,2.6079760814305394e-12,0.003944524248063389,4.22849757187486,3.0001001647894197,7.312282964341637e-10,0.14725185885147016,5.861355761861711,5.333489621489618e-07,2.7041233263927953e-05,0.011670945332338225,0.7913847879061482,SC4001,N2,2,33,0
5.421106295429964e-10,3.766293160865206e-10,0.693467031575938,2.6953453626540133e-11,0.04962792506790058,5.035962780224958e-12,0.009272443782701322,2.217127242607157e-12,0.004082275547567117,2.983584068903766e-12,0.005493510726192784,4.465477109110933,2.9001161688054657,6.390147533929013e-10,0.15147859705044767,6.016058115254617,4.2729181929181904e-07,2.527874113544623e-05,0.13587651486617722,0.7156969165146658,SC4001,N3,3,34,0
6.586911957977386e-10,5.208814412126321e-10,0.7895837393778624,3.3608282911036194e-11,0.05094547740688735,7.435824873155426e-12,0.011271675172447277,5.194783521591268e-12,0.007874568517333962,4.080838344827356e-12,0.006185982730742007,3.9839948572172044,3.0873622754715773,6.521766903617917e-10,0.18073449578512157,5.249600765059068,1.1262124542124536e-07,2.553775029954267e-05,0.3133810596103018,0.2768911055463157,SC4001,N3,3,35,0
5.410055466890775e-10,4.057507957731229e-10,0.7486100432951522,3.662732540979845e-11,0.06757739959220342,1.1258593392099528e-11,0.020772099955202197,7.272969791867507e-12,0.013418626130849655,5.0684351056602884e-12,0.009351260585102104,2.987889738916065,3.307895189581633,5.842177684007593e-10,0.19389639286180627,4.233060369935285,4.884942612942612e-07,2.4170597187507786e-05,0.3731434519029886,0.09694400814532766,SC4001,N3,3,36,0
1.3345880215620072e-09,1.0072027987956137e-09,0.7541268583838167,4.0641670906017635e-11,0.030429795902546408,1.0466973653518534e-11,0.007836977783970477,4.0118602723102215e-12,0.00300381570330216,2.918373412057383e-12,0.0021850850448960034,3.54423687836303,2.5484201993974356,1.3585830763045135e-09,0.12674679439329753,5.904426912629475,1.3100073260073266e-07,3.685896195370284e-05,0.3670681463898433,0.0707750028883436,SC4001,N3,3,37,0
4.30025938560617e-10,2.7499270886276467e-10,0.6379957312571138,4.857306750021642e-11,0.11269175043716165,1.0871024019161565e-11,0.025221275674184807,2.077976450477561e-12,0.0048210009295886645,1.1644741354475976e-11,0.02701633547475781,4.091733570904448,3.9715525069305917,4.9927402345455e-10,0.40998085769018516,3.894774213590749,2.4662271062270666e-08,2.2344440549151147e-05,-0.11315947733277229,0.01406859124089399,SC4001,N1,1,38,0
6.438221369906605e-10,4.6505082856209316e-10,0.7212079143753543,3.689957921608892e-11,0.057224429961875475,4.367950812678379e-12,0.006773884707282691,1.0369307845746519e-12,0.0016080880681515293,2.9735004561420887e-12,0.004611349836746,6.874053154313015,2.967131800024531,6.98645971429442e-10,0.16790802520654377,6.540839301241947,4.544859584859584e-07,2.6431911989665862e-05,-0.3779578602610621,0.24026048165834268,SC4001,N3,3,39,0
2.872425025374932e-10,1.9379626719888812e-10,0.6723375820457985,2.332374470787953e-11,0.08091709065301946,5.04827630007479e-12,0.017513989975916664,2.348597261551565e-12,0.008147990809391723,2.3365654670470343e-12,0.008106248892781193,3.856263098891682,3.349148777280075,3.1535971678257976e-10,0.19910178890521393,4.6859742424177,1.32063492063492e-07,1.7758370330145156e-05,-0.2946266319744246,1.5711316029651075,SC4001,N2,2,40,0
5.919066114485543e-10,4.434671481637716e-10,0.7479544663540164,3.940058274810413e-11,0.06645326934682506,5.858575376867417e-12,0.009881109880954258,4.119101807495594e-12,0.006947302876977622,4.467535543438145e-12,0.007534973395765189,5.744718193372096,3.3178585578160344,6.259956402845708e-10,0.17973149884727888,4.420372124351444,2.1195799755799723e-07,2.501990488160518e-05,0.49131556950053473,2.2027246580981688,SC4001,N3,3,41,0
4.3176001991823785e-10,2.805068228978544e-10,0.648181000987224,6.890254062240247e-11,0.1592165113482996,5.722796804425055e-12,0.013223949859107303,1.4112181082287225e-12,0.0032609715391346606,2.936741401401947e-12,0.006786073727320724,10.249088679439142,3.5259657052948894,4.758026387790049e-10,0.20185855247444953,4.039749879071507,-3.199843711843712e-07,2.18129007419693e-05,0.244938528982732,1.4597157835593748,SC4001,N2,2,42,0
4.5433344898446037e-10,2.6874651832229893e-10,0.5902191436225251,9.101048741506334e-11,0.19987656873890094,7.51298901100943e-12,0.016499971675188383,4.72169617018461e-12,0.01036975469453322,4.865536871295639e-12,0.010685656593310566,10.690779383993561,3.7164588590956336,4.97524445561815e-10,0.23131520001941958,3.531137055658545,2.0476874236874228e-07,2.230525600753811e-05,0.3055910722497882,0.8068358940752822,SC4001,N3,3,43,0
2.0004293792146157e-10,1.0260144556074734e-10,0.5103459321750914,4.8134727095654405e-11,0.23942510785660365,4.100923274482516e-12,0.020398245851762087,1.020590887585559e-12,0.005076482159170684,2.1062757440229473e-12,0.010476745742970462,9.436473458922519,3.662720768257976,2.333087503819872e-10,0.25716080619814136,3.8448257712381495,4.963711843711806e-08,1.5274447629357575e-05,-0.3137689394685071,1.0280978967867158,SC4001,REM,4,44,0
1.7367550399743874e-10,6.425346849718502e-11,0.367844758004117,4.6491489393895904e-11,0.2661591827699985,7.609799037463354e-12,0.04356534753479192,2.7089773790436136e-12,0.01550862781013264,1.5817028742876158e-11,0.09055092660908012,5.399834443475393,4.882518828227945,1.7859289251641903e-10,0.6494022997882718,2.404389181471509,2.1420854700854694e-07,1.3363865178772907e-05,0.03237983941764989,1.8610195023054867,SC4001,N1,1,45,0
2.715663032351545e-10,1.8799490726244852e-10,0.6897217485473887,3.403353094203641e-11,0.1248633104609202,7.190077337363785e-12,0.026379186465909546,2.936258004823501e-12,0.010772637593027289,3.923061920260933e-12,0.014393055464660067,4.155459043930237,3.6904945776560676,2.7182921671603447e-10,0.24895675197776806,3.585097683314266,2.3161904761904748e-07,1.6487244060668068e-05,0.5558296520724444,2.950338804262703,SC4001,N2,2,46,0
5.710482742165675e-10,4.0730161111866083e-10,0.7120056636417079,2.9032579107623078e-11,0.05075197394377918,7.291864508497386e-12,0.012746939090907586,2.887042782172207e-12,0.005046851659724128,3.2174382240965995e-12,0.005624417324749298,3.501333032862621,3.0809044522684954,5.696452848134939e-10,0.16588392389002163,5.234030657420639,3.121074481074481e-07,2.3867242924424554e-05,0.04384660850051595,2.2274075768878667,SC4001,N3,3,47,0
2.0308813012171907e-10,1.115991972055467e-10,0.5468186569154632,3.150341485135986e-11,0.1543618182623903,7.95178346177288e-12,0.03896249849038452,1.6951838859233975e-12,0.008306136593599942,5.337228228560689e-12,0.02615158571631551,3.519233344493867,4.026452940298699,2.277023608579881e-10,0.38000584973234314,3.536112857214617,1.706041514041513e-07,1.5089809835050543e-05,-0.13784943519500417,0.491029124941361,SC4001,N1,1,48,0
2.6579458516861604e-10,1.8682818558055386e-10,0.7002697804472949,1.5403805975730763e-11,0.05773657649759065,3.2568459610202626e-12,0.012207316572643007,8.508440973478154e-13,0.0031891355546443192,2.73987002420734e-12,0.010269586327907379,3.6185960489955913,3.0851755371563447,2.853703443687117e-10,0.19750110730323783,5.448611223955945,2.3787057387057143e-08,1.6892908108691994e-05,-0.042601159950580385,2.6986279157788315,SC4001,N2,2,49,0
7.02551795463585e-11,3.1071950179250966e-11,0.436065846399778,1.6541943115807097e-11,0.23215074638953004,5.706452836609719e-12,0.08008474433633432,9.188631160976799e-13,0.012895387001303802,2.7164000866298626e-12,0.03812214219266092,2.46657115450162,4.337755974489264,7.639473707985861e-11,0.3980319021193406,2.753602422554193,1.8617045177045161e-07,8.740408290226412e-06,-0.07571395256148596,-0.1645295356299692,SC4001,N1,1,50,0
1.2502890120618378e-10,8.176914908712434e-11,0.6488126795087239,1.5213271259207136e-11,0.12071255968754473,4.386115409934347e-12,0.034802456959921,9.994017404802128e-13,0.007929940917640689,2.5672866018161628e-12,0.020370617987187496,2.824534957262005,3.7416607585051995,1.3169975169681003e-10,0.2762996862527599,3.9606531912974217,1.403467643467641e-07,1.1476051224040873e-05,-0.16698627409943123,2.099554637079801,SC4001,N2,2,51,0
5.659869449556578e-10,4.302856745913291e-10,0.7588987337706343,4.064929110418798e-11,0.07169352216278459,7.855256592354182e-12,0.013854387058186174,2.9695046264049037e-12,0.005237342151920515,2.4836323205773457e-12,0.004380404774172679,4.590413691601602,3.260792695498717,6.193423577658451e-10,0.1698968756116528,4.65885419699221,3.422710622710617e-08,2.488658991838466e-05,0.22447858610678043,0.19347691609659945,SC4001,N3,3,52,0
4.1373870748971007e-10,3.128180433977699e-10,0.7542533111779327,2.8977816585656665e-11,0.06987005568168633,8.70828791629682e-12,0.020997046475371192,2.8434139947645705e-12,0.006855916613076481,2.334581838738204e-12,0.005629042567231626,2.9848534402253404,3.3351497475908083,4.498268607725913e-10,0.18584393533576696,4.439912996162183,1.7541782661782646e-07,2.1209122112256114e-05,-0.035976360372514185,0.09977545886809525,SC4001,N2,2,53,0
6.467764351408982e-10,4.2542366525594964e-10,0.6567445837442597,3.656668460081572e-11,0.056449544344511514,7.692507375616424e-12,0.011875250407871388,3.295714230098633e-12,0.005087734056552676,2.384691635678911e-12,0.0036813497779680975,4.206690086152801,2.9447064725614958,7.313706725311937e-10,0.15247630484843597,5.306038285643123,1.936410256410252e-07,2.7043865709827685e-05,-0.08741463971494487,-0.13934614797148903,SC4001,N3,3,54,0
8.676630406540346e-10,6.328856899894613e-10,0.7285744418375949,3.019333460062035e-11,0.03475839674022179,7.531623001823447e-12,0.008670361980812181,2.6319462819271422e-12,0.0030298817363583175,2.4806261348255804e-12,0.0028556828352658643,3.538990716557352,2.8453496470265036,9.357161175255697e-10,0.13745763690529827,5.818224135009508,1.3443907203907183e-07,3.058947723524496e-05,0.032717020266779834,-0.24775272027676465,SC4001,N3,3,55,0
8.564395934634929e-10,6.559795095158766e-10,0.765044575170771,4.160231438659489e-11,0.0485192364613685,1.0453426007427331e-11,0.012191443090704914,5.257084958396433e-12,0.006131143229765331,3.000712766704739e-12,0.0034996200193926543,3.6323030645692014,2.8421482361807207,8.764541856536216e-10,0.15383343429073984,5.0221294654887005,1.7723076923077008e-08,2.960496893519096e-05,0.31810793484657,1.6564434899489902,SC4001,N3,3,56,0
9.141644024851756e-10,7.046375011196471e-10,0.7699572876809544,3.135610404072727e-11,0.034262809999578404,7.143995338338211e-12,0.007806242593066696,2.2655065758173584e-12,0.002475518682397676,2.0737427972312924e-12,0.0022659784314161893,3.85021144267078,2.758882695288794,9.334632170258199e-10,0.1311216228718886,5.801851047259454,5.063736263736231e-08,3.055263027999095e-05,0.3110070738685394,0.40585530442758166,SC4001,N3,3,57,0
7.469246192812734e-10,5.15548533195075e-10,0.6893054726430816,2.802770636204123e-11,0.037473972161759794,8.828435007351018e-12,0.011803910153184693,3.685579636448282e-12,0.0049277421031948135,2.4719112840897444e-12,0.0033050272986937584,2.8516957522818602,2.7611930556170576,8.629476710599453e-10,0.1378796237839269,6.006590289129641,3.188278388278388e-07,2.9375970980717307e-05,0.5003521910803047,1.6798168013582169,SC4001,N3,3,58,0
1.224930543310113e-09,9.5585725969227e-10,0.7796993597299378,5.226632239598315e-11,0.0426339996839134,1.2933773441911136e-11,0.010550168206910715,2.225128521388034e-12,0.001815052682658517,2.627467932826382e-12,0.002143243715693715,3.7510529802912007,2.894201739747818,1.2971134588661236e-09,0.13939473151157872,4.862068896754483,-6.264341880341879e-07,3.6015461386273025e-05,-0.06807865440877416,-0.13484782407439244,SC4001,N3,3,59,0
9.70601139324337e-10,6.658957772490406e-10,0.6853591976148901,4.075812551571514e-11,0.04194944187082657,8.794513477858852e-12,0.009051567687512863,3.0185794953820073e-12,0.0031068093410029996,1.1584518667713751e-11,0.01192312174085115,4.16132211241034,3.0424180428868692,1.0101011600462314e-09,0.26327271324596885,5.907118041926724,6.541909645909642e-07,3.178208866714444e-05,-0.16679155886553138,1.9809779946233323,SC4001,N3,3,60,0
3.072879147154343e-10,2.2704336785177955e-10,0.736465352725073,2.3957503983704714e-11,0.07771146009994823,5.7452508807402785e-12,0.01863599124877614,5.066732866117209e-12,0.016435068078468354,4.157734509273059e-12,0.013486530969307905,3.5517587718064867,3.492121804357865,3.365258351647221e-10,0.2064612192080138,4.4540017229533,7.773772893772889e-08,1.8344640502466165e-05,-0.2251902552426159,0.6624904051174192,SC4001,N2,2,61,0
6.460906035064515e-10,4.806257095104542e-10,0.7427487076864382,4.17071412792159e-11,0.06445332547438248,9.2083323695412e-12,0.014230360199395777,3.2108632467182257e-12,0.004961999493300034,2.2051803401259562e-12,0.003407838605871474,4.085597898796704,3.0665831685163765,6.394131266090082e-10,0.16660363366087846,4.718422928986285,4.818989010989009e-07,2.5286619517227054e-05,0.6142320740114542,1.2375961421675283,SC4001,N3,3,62,0
